Adesa Jacksonville	master.csv	{"website": "adesa.com", "city": "Jacksonville", "zip": "32219", "op_address_source": "", "phone": "9047641004", "state": "FL", "address_1": "11700 New Kings Road", "address_2": "", "id": "110021", "company_name": "Adesa Jacksonville"}
Adesa Jacksonville	sub.csv	{"website": "http://www.adesa.com", "city": "Jacksonville", "fax": "(0904)768-0029", "po_box_zip": "", "zip": "32219", "toll_free": "", "op_address_source": "", "po_box_city": "", "po_box_state": "", "phone": "(0904)764-1004", "state": "FL", "op_po_box_source": "", "address_1": "11700 New Kings Rd", "address_2": "", "po_box": "", "company_email": "", "id": "110021", "company_name": "Adesa Jacksonville"}
Advance Technologies In Home Inc	sub.csv	{"website": "", "city": "Richmond", "fax": "(0804)359-3400", "po_box_zip": "", "zip": "23230-3827", "toll_free": "", "op_address_source": "", "po_box_city": "", "po_box_state": "", "phone": "(0804)359-3400", "state": "VA", "op_po_box_source": "", "address_1": "4116 Fitzhugh Avenue", "address_2": "", "po_box": "", "company_email": "", "id": "110023", "company_name": "Advance Technologies In Home Inc"}
Alden Shoe Co.	sub.csv	{"website": "www.aldenshoe.com", "city": "Middleboro", "fax": "(0508)947-7753", "po_box_zip": "", "zip": "2346", "toll_free": "", "op_address_source": "http://www.hoovers.com/company/Alden_Shoe_Company_Inc/rfcrxtr-1.html", "po_box_city": "", "po_box_state": "", "phone": "(0508)947-3926", "state": "MA", "op_po_box_source": "", "address_1": "1 Taunton St.", "address_2": "", "po_box": "", "company_email": "info@aldenshoe.com", "id": "155", "company_name": "Alden Shoe Co."}
Alps Sportswear Mfg. Co., Inc.	sub.csv	{"website": "www.alps-sportswear.com", "city": "Lawrence", "fax": "(0978)686-8051", "po_box_zip": "", "zip": "1840", "toll_free": "", "op_address_source": "http://www.hoovers.com/company/Alps_Sportswear_Mfg_Co_Inc/rftffxf-1.html", "po_box_city": "", "po_box_state": "", "phone": "(0978)683-2438", "state": "MA", "op_po_box_source": "", "address_1": "15 Union St.", "address_2": "", "po_box": "", "company_email": "alps@alps-sportswear.com", "id": "79", "company_name": "Alps Sportswear Mfg. Co., Inc."}
American Brush Company Inc	master.csv	{"website": "americanbrush.com", "city": "Claremont", "zip": "03743-5123", "op_address_source": "http://www.bizdays.com/NewHampshire/bizid-92464.html", "phone": "6312533333", "state": "NH", "address_1": "300 Industrial Boulevard", "address_2": "", "id": "76", "company_name": "American Brush Company Inc"}
American Brush Company Inc	sub.csv	{"website": "http://www.americanbrush.com", "city": "Claremont", "fax": "(0631)253-0429", "po_box_zip": "", "zip": "03743-5123", "toll_free": "", "op_address_source": "http://www.bizdays.com/NewHampshire/bizid-92464.html", "po_box_city": "", "po_box_state": "", "phone": "(0631)253-3333", "state": "NH", "op_po_box_source": "", "address_1": "300 Industrial Boulevard", "address_2": "", "po_box": "", "company_email": "info@americanbrush.com", "id": "76", "company_name": "American Brush Company Inc"}
Arthur Blank & Co., Inc.	sub.csv	{"website": "www.arthurblank.com", "city": "Boston", "fax": "(0617)327-1235", "po_box_zip": "", "zip": "2132", "toll_free": "(0800)776-7333", "op_address_source": "http://www.hoovers.com/company/Arthur_Blank__Company_Inc/rtsjtxi-1.html", "po_box_city": "", "po_box_state": "", "phone": "(0617)325-9600", "state": "MA", "op_po_box_source": "", "address_1": "225 Rivermoor St.", "address_2": "", "po_box": "", "company_email": "abco@abco.com", "id": "88", "company_name": "Arthur Blank & Co., Inc."}
Artisan Industries, Inc.	sub.csv	{"website": "http://www.artisanind.com", "city": "Waltham", "fax": "(0781)647-0143", "po_box_zip": "", "zip": "2451", "toll_free": "", "op_address_source": "http://www.hoovers.com/company/Artisan_Industries_Inc/rfthsxf-1.html;http://investing.businessweek.com/research/stocks/private/people.asp?privcapId=6910535", "po_box_city": "", "po_box_state": "", "phone": "(0781)893-6800", "state": "MA", "op_po_box_source": "", "address_1": "73 Pond St.", "address_2": "", "po_box": "", "company_email": "info@artisanind.com", "id": "109", "company_name": "Artisan Industries, Inc."}
Ashworth Bros Inc	master.csv	{"website": "ashworth.com", "city": "Fall River", "zip": "02721-1623", "op_address_source": "http://www.hoovers.com/company/Ashworth_Bros_Inc/rfyhxrh-1.html", "phone": "5086744693", "state": "MA", "address_1": "222 Milliken Boulevard", "address_2": "Suite 4", "id": "137", "company_name": "Ashworth Bros Inc"}
